id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
KIA35956	900	35	3	0	0.05	0.001	1
KIA35955	4615	60	53	0	0.05	0.001	1
KIA35954	7810	90	103	0	0.05	0.001	1
KIA35953	9530	110	148	0	0.05	0.001	1
KIA35951	12100	70	193	0	0.05	0.001	1
KIA35950	12980	80	228	0	0.05	0.001	1
KIA35949	16720	110	268	0	0.05	0.001	1
KIA35948	20100	160	298	0	0.05	0.001	1
