id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	12960	110	154	0	0.05	0.001	1
Unknown2	13890	130	172	0	0.05	0.001	1
Unknown3	13920	110	186	1	0.05	0.001	1
Unknown4	14050	120	186	1	0.05	0.001	1
Unknown5	15050	140	226	0	0.05	0.001	1
Unknown6	16180	120	246	0	0.05	0.001	1
Unknown7	17780	140	278	0	0.05	0.001	1
Unknown8	19170	150	314	0	0.05	0.001	1
Unknown9	21160	190	346	1	0.05	0.001	1
Unknown10	21070	180	346	1	0.05	0.001	1
Unknown11	22700	220	370	0	0.05	0.001	1
Unknown12	24480	220	390	0	0.05	0.001	1
Unknown13	26310	200	414	1	0.05	0.001	1
Unknown14	26710	200	414	1	0.05	0.001	1
Unknown15	27110	310	422	0	0.05	0.001	1
Unknown16	29640	360	450	0	0.05	0.001	1
