id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
KIA17806	690	20	8.31	0	0.05	0.001	1
KIA17807	2185	35	157.99	0	0.05	0.001	1
KIA17808	3705	25	307.96	0	0.05	0.001	1
KIA17809	5195	30	455.85	0	0.05	0.001	1
Unknown1	5579	31	506	0	0.05	0.001	1
Unknown2	6309	33	556	0	0.05	0.001	1
KIA17810	7100	35	605.79	0	0.05	0.001	1
Unknown3	8025	35	657	0	0.05	0.001	1
Unknown4	8777	37	707	0	0.05	0.001	1
KIA17811	10780	70	806.04	0	0.05	0.001	1
KIA17812	11380	60	824.89	0	0.05	0.001	1
KIA17813	11270	55	828.65	0	0.05	0.001	1
KIA17814	18250	90	1003.34	0	0.05	0.001	1
KIA17815	32700	450	1305.46	0	0.05	0.001	1
KIA17816	37690	820	1404.88	0	0.05	0.001	1
KIA17817	38500	900	1510.91	0	0.05	0.001	1
