id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
KIA18807	2585	30	22.5	1	0.05	0.001	1
KIA18808	3895	60	36.5	1	0.05	0.001	1
KIA18809	7560	40	98.5	1	0.05	0.001	1
KIA18810	10550	50	168.5	1	0.05	0.001	1
KIA18811	10650	55	192.5	1	0.05	0.001	1
KIA18812	11240	50	202.5	1	0.05	0.001	1
KIA18813	12665	60	230.5	1	0.05	0.001	1
KIA18814	13155	60	252.5	1	0.05	0.001	1
KIA18815	14730	70	266.5	1	0.05	0.001	1
KIA18816/17	14040	80	301.5	3	0.05	0.001	1
KIA18821	16380	190	391	2	0.05	0.001	1
KIA18823	16670	100	446.5	1	0.05	0.001	1
KIA18824	26610	220	525	1	0.05	0.001	1
KIA18825	29650	320	573	1	0.05	0.001	1
KIA18826	32300	430	633	1	0.05	0.001	1
