id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
OS34874	6950	50	711	2	0.05	0.001	1
OS34875	7360	50	755	2	0.05	0.001	1
OS34876	9480	65	861	2	0.05	0.001	1
OS47735	10450	120	920	2	0.05	0.001	1
OS36478	11050	310	940	2	0.05	0.001	1
OS51309	12600	80	941	2	0.2	0.1	1
OS51038	11550	85	941	2	0.2	0.1	1
OS49938	10850	130	941	2	0.2	0.1	1
OS40505	17350	120	955	2	0.2	0.1	1
OS38541	14850	75	955	2	0.2	0.1	1
OS38542	14100	65	961	2	0.2	0.1	1
OS35980	13700	180	961	2	0.2	0.1	1
OS47068	12450	75	961	2	0.2	0.1	1
OS51034	10950	75	986	2	0.05	0.001	1
OS51089	11100	75	986	2	0.05	0.001	1
OS49939	11050	75	986	2	0.05	0.001	1
OS50384	11150	80	1000	2	0.05	0.001	1
OS34877	13650	55	1011	2	0.2	0.1	1
OS49298	14150	130	1011	2	0.2	0.1	1
OS49297	12100	80	1036	2	0.05	0.001	1
OS50386	12450	75	1046	2	0.05	0.001	1
OS52737	12650	65	1047	2	0.05	0.001	1
OS53566	12400	210	1047	2	0.05	0.001	1
OS51097	12850	70	1049	2	0.05	0.001	1
OS51090	12600	65	1049	2	0.05	0.001	1
OS51096	12650	80	1049	2	0.05	0.001	1
OS52734	12800	70	1054	2	0.05	0.001	1
OS52726	12900	45	1054	2	0.05	0.001	1
OS49300	12850	80	1061	2	0.05	0.001	1
OS34878	13400	55	1086	2	0.05	0.001	1
OS49303	13450	75	1086	2	0.05	0.001	1
OS34879	15550	65	1211	2	0.05	0.001	1
OS34880	16800	95	1286	2	0.05	0.001	1
OS34972	20300	260	1486	2	0.05	0.001	1
OS34881	24800	130	1711	2	0.05	0.001	1
