id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	2240	90	1	2	0.05	0.001	1
Unknown2	4380	100	61	2	0.05	0.001	1
Unknown3	6520	100	103	2	0.05	0.001	1
Unknown4	7560	130	141	2	0.05	0.001	1
Unknown5	6980	100	143	2	0.05	0.001	1
Unknown6	7340	110	172	4	0.05	0.001	1
Unknown7	8500	130	173	2	0.05	0.001	1
Unknown8	9500	120	201	2	0.05	0.001	1
Unknown9	9390	110	201	2	0.05	0.001	1
Unknown10	9910	120	221	2	0.05	0.001	1
Unknown11	10260	160	221	2	0.05	0.001	1
Unknown12	10270	140	231	2	0.05	0.001	1
Unknown13	10140	120	231	2	0.05	0.001	1
Unknown14	10640	120	251	2	0.05	0.001	1
Unknown15	10970	160	251	2	0.05	0.001	1
Unknown16	11200	120	271	2	0.05	0.001	1
Unknown17	12110	140	271	2	0.05	0.001	1
Unknown18	12010	140	281	2	0.05	0.001	1
Unknown19	12610	180	281	2	0.05	0.001	1
Unknown20	13480	160	291	2	0.05	0.001	1
Unknown21	25450	480	321	2	0.05	0.001	1
Unknown22	27800	510	343	2	0.05	0.001	1
Unknown23	28470	570	351	2	0.05	0.001	1
Unknown24	25490	430	362	4	0.05	0.001	1
Unknown25	28830	550	381	2	0.05	0.001	1
Unknown26	29300	730	401	2	0.05	0.001	1
Unknown27	31260	730	441	2	0.05	0.001	1
