id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
OS-10523	920	35	10	0	0.05	0.001	1
OS-10524	5290	45	62	0	0.05	0.001	1
OS-15376	7630	45	88	0	0.05	0.001	1
OS-10526	11000	50	113	0	0.05	0.001	1
OS-10525	12200	55	121	0	0.05	0.001	1
OS-10527	17100	100	134	0	0.05	0.001	1
OS-10528	20200	85	151	0	0.05	0.001	1
OS-10529	25900	120	171	0	0.05	0.001	1
OS-10530	31500	170	200	0	0.05	0.001	1
OS-10645	37400	360	220	0	0.05	0.001	1
OS-15377	39600	390	240	0	0.05	0.001	1
OS-15378	45700	500	267	0	0.05	0.001	1
