id Age Error Depth Thickness Outlier1 Outlier2 Type
KIA9872 12850 70 65 0 0.05 0.001 1
KIA4765 12740 80 110 0 0.05 0.001 1
KIA1283 14360 130 130 0 0.05 0.001 1
KIA364 14870 210 160 0 0.05 0.001 1
KIA2745 15800 130 200 0 0.05 0.001 1
KIA9873 18000 140 230 0 0.05 0.001 1
KIA9874 18680 130 244 0 0.05 0.001 1
KIA9875 19530 130 260 0 0.05 0.001 1
KIA9876 19830 130 275 0 0.05 0.001 1
KIA365 20480 330 300 0 0.05 0.001 1
KIA2744 23540 240 331 0 0.05 0.001 1
