id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
OS-34407	1060	25	0.5	1	0.05	0.001	1
OS-27541	1190	35	1	2	0.05	0.001	1
OS-34422	1330	35	1.5	1	0.05	0.001	1
OS-26146	1060	30	6	2	0.05	0.001	1
OS-26148	1710	55	36	2	0.05	0.001	1
OS-34414	3090	30	57.5	1	0.05	0.001	1
OS-26149	2910	35	66	2	0.05	0.001	1
OS-34409	3290	35	74.5	1	0.05	0.001	1
OS-27542	3670	40	86	2	0.05	0.001	1
OS-34408	4490	25	104.5	1	0.05	0.001	1
OS-27543	4880	50	116	2	0.05	0.001	1
OS-26151	6240	65	136	2	0.05	0.001	1
OS-34411	7230	70	161.5	1	0.05	0.001	1
OS-26147	7580	50	171	2	0.05	0.001	1
OS-34415	8830	45	196	2	0.05	0.001	1
OS-34416	9640	45	216	2	0.05	0.001	1
OS-26150	9620	50	231	2	0.05	0.001	1
OS-34410	9780	70	249.5	1	0.05	0.001	1
OS-34417	10900	55	296	2	0.05	0.001	1
