id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
2329	1985	30	1	1	0.05	0.001	1
2330	2475	30	1	1	0.05	0.001	1
SUERC25165	2362	35	5	0	0.05	0.001	1
SUERC25166	2945	37	9	0	0.05	0.001	1
SUERC25167	3725	37	15	0	0.05	0.001	1
2331	4905	35	21	0	0.05	0.001	1
SUERC25170	5687	37	25	0	0.05	0.001	1
SUERC25171	6506	37	31	0	0.05	0.001	1
SUERC25172	6732	36	35	0	0.05	0.001	1
2332	8390	40	41	0	0.05	0.001	1
3838	9520	40	45	1	0.05	0.001	1
3819	9510	50	45	1	0.05	0.001	1
3818	9070	50	45	1	0.05	0.001	1
2333	9560	40	49	0	0.05	0.001	1
12329	9790	50	53	1	0.05	0.001	1
12330	10060	50	53	1	0.05	0.001	1
