id Age Error Depth Thickness Outlier1 Outlier2 Type
Unknown1 1910 50 12.5 0 0.05 0.001 1
Unknown2 5010 80 47.5 0 0.05 0.001 1
Unknown3 6420 80 57.5 0 0.05 0.001 1
Unknown4 6430 120 95 5 0.05 0.001 1
Unknown5 9390 200 120 1 0.05 0.001 1
Unknown6 11060 210 120 1 0.05 0.001 1
Unknown7 10890 160 130 0 0.05 0.001 1
Unknown8 12990 220 145 0 0.05 0.001 1
Unknown9 27800 360 210 0 0.05 0.001 1
Unknown10 28600 350 272.5 0 0.05 0.001 1
