id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	1437	66	3.5	1	0.05	0.001	1
Unknown2	1897	56	35.5	1	0.05	0.001	1
Unknown3	2575	56	71.5	1	0.05	0.001	1
Unknown4	2986	67	91.5	1	0.05	0.001	1
Unknown5	3869	65	127.5	1	0.05	0.001	1
Unknown6	4404	57	171.5	1	0.05	0.001	1
Unknown7	5323	67	211.5	1	0.05	0.001	1
Unknown8	6810	66	251.5	1	0.05	0.001	1
Unknown9	9329	72	311.5	1	0.05	0.001	1
Unknown10	11846	78	371.5	1	0.05	0.001	1
Unknown11	13071	80	423.5	1	0.05	0.001	1
Unknown12	15626	87	495.5	1	0.05	0.001	1
