id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
SUERC-4667	13161	46	5.5	1	0.05	0.001	1
SUERC-4668	8891	29	10.5	1	0.05	0.001	1
SUERC-4669	11731	39	20.5	1	0.05	0.001	1
SUERC-4670	10000	33	40.5	1	0.05	0.001	1
SUERC-4673	13722	50	60.5	1	0.05	0.001	1
SUERC-4674	14624	53	75.5	1	0.05	0.001	1
SUERC-4675	15263	57	85.5	1	0.05	0.001	1
SUERC-4676	15710	60	100.5	1	0.05	0.001	1
SUERC-4677	17317	73	110.5	1	0.05	0.001	1
SUERC-4679	18457	84	125.5	1	0.05	0.001	1
SUERC-4680	21481	120	140.5	1	0.05	0.001	1
SUERC-4683	29933	335	170.5	1	0.05	0.001	1
SUERC-4684	34987	628	190.5	1	0.05	0.001	1
