id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	10190	60	0	0	0.05	0.001	1
Unknown2	11440	60	5	0	0.05	0.001	1
Unknown3	11820	70	22	0	0.05	0.001	1
Unknown4	12840	110	46	0	0.05	0.001	1
Unknown5	13380	80	62	0	0.05	0.001	1
Unknown6	14680	80	76	0	0.05	0.001	1
Unknown7	16000	100	96	0	0.05	0.001	1
Unknown8	16880	90	110	0	0.05	0.001	1
Unknown9	18340	110	120	0	0.05	0.001	1
Unknown10	20480	120	130	0	0.05	0.001	1
Unknown11	19420	110	140	0	0.05	0.001	1
Unknown12	20400	120	149	0	0.05	0.001	1
Unknown13	20580	120	156	0	0.05	0.001	1
Unknown14	21430	130	160	0	0.05	0.001	1
Unknown15	23100	150	174	0	0.05	0.001	1
Unknown16	25600	180	206	0	0.05	0.001	1
Unknown17	25690	180	210	0	0.05	0.001	1
Unknown18	25900	190	214	0	0.05	0.001	1
Unknown19	26700	220	240	0	0.05	0.001	1
Unknown20	30120	320	280	0	0.05	0.001	1
Unknown21	31620	290	334	0	0.05	0.001	1
Unknown22	32950	350	392	0	0.05	0.001	1
Unknown23	33600	420	396	0	0.05	0.001	1
Unknown24	34540	440	420	0	0.05	0.001	1
Unknown25	38820	640	460	0	0.05	0.001	1
Unknown26	40720	830	470	0	0.05	0.001	1
							
							
							
							
							
							
							
							
							
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
