id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
SUERC-4741	1532	25	0.5	0	0.05	0.001	1
SUERC-4742	2017	26	25.5	0	0.05	0.001	1
SUERC-6937	2803	26	68.5	0	0.05	0.001	1
SUERC-4744	3745	23	100.5	0	0.05	0.001	1
SUERC-6938	4242	26	148.5	0	0.05	0.001	1
SUERC-8257	5248	26	172.5	0	0.05	0.001	1
SUERC-8258	5550	26	194.5	0	0.05	0.001	1
SUERC-11346	6981	35	250.5	0	0.05	0.001	1
SUERC-5553	7921	30	288.5	0	0.05	0.001	1
SUERC-6940	9043	30	328.5	0	0.05	0.001	1
SUERC-8259	9468	31	374.5	0	0.05	0.001	1
SUERC-6941	12081	42	434.5	0	0.05	0.001	1
SUERC-6942	13440	47	478.5	0	0.05	0.001	1
