id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	1440	190	12.5	0	0.05	0.001	1
Unknown2	1810	80	29.75	0	0.05	0.001	1
Unknown3	3450	100	49.75	0	0.05	0.001	1
Unknown4	4940	240	69.5	0	0.05	0.001	1
Unknown5	5640	140	89.75	0	0.05	0.001	1
Unknown6	7190	140	111	0	0.05	0.001	1
Unknown7	7990	120	129.5	0	0.05	0.001	1
Unknown8	9160	130	140	0	0.05	0.001	1
Unknown9	9760	130	149.5	0	0.05	0.001	1
Unknown10	10790	130	170	0	0.05	0.001	1
Unknown11	10680	140	180	0	0.05	0.001	1
Unknown12	11080	140	189.5	0	0.05	0.001	1
Unknown13	11410	170	200	0	0.05	0.001	1
Unknown14	12160	200	208.5	0	0.05	0.001	1
Unknown15	12660	170	229.5	0	0.05	0.001	1
Unknown16	12860	150	249.5	0	0.05	0.001	1
Unknown17	13100	170	260	0	0.05	0.001	1
Unknown18	13980	190	280	0	0.05	0.001	1
Unknown19	14350	180	299	0	0.05	0.001	1
Unknown20	14890	230	310	0	0.05	0.001	1
Unknown21	14340	170	320	0	0.05	0.001	1
Unknown22	14990	190	329.5	0	0.05	0.001	1
Unknown23	15630	220	360	0	0.05	0.001	1
Unknown24	17510	270	400	0	0.05	0.001	1
Unknown25	21250	280	521	0	0.05	0.001	1
