id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	1980	60	14	0	0.05	0.001	1
Unknown2	3216	37	54	0	0.05	0.001	1
Unknown3	4275	41	96	0	0.05	0.001	1
Unknown4	5652	42	178	0	0.05	0.001	1
Unknown5	6870	50	238	0	0.05	0.001	1
Unknown6	8530	47	298	0	0.05	0.001	1
Unknown7	9200	60	348	0	0.05	0.001	1
Unknown8	9970	50	418	0	0.05	0.001	1
Unknown9	10560	60	487	0	0.05	0.001	1
Unknown10	10750	60	512	0	0.05	0.001	1
Unknown11	11590	60	588	0	0.05	0.001	1
Unknown12	11880	80	595	0	0.05	0.001	1
Unknown13	12790	90	682	0	0.05	0.001	1
Unknown14	13100	90	708	0	0.05	0.001	1
Unknown15	14350	110	758	0	0.05	0.001	1
Unknown16	15440	90	802	0	0.05	0.001	1
Unknown17	18260	120	858	0	0.05	0.001	1
Unknown18	22450	160	958	0	0.05	0.001	1
Unknown19	24840	280	1044	0	0.05	0.001	1
Unknown20	26220	240	1077	0	0.05	0.001	1
Unknown21	32600	400	1324	0	0.05	0.001	1
