id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	6660	100	20	0	0.05	0.001	1
Unknown2	11960	120	46	0	0.05	0.001	1
Unknown3	13110	670	58	0	0.05	0.001	1
Unknown4	12490	150	68	0	0.05	0.001	1
Unknown5	14460	150	74	0	0.05	0.001	1
Unknown6	17740	220	114	0	0.05	0.001	1
Unknown7	22570	300	228	0	0.05	0.001	1
Unknown8	21360	260	256	0	0.05	0.001	1
Unknown9	22250	290	278	0	0.05	0.001	1
Unknown10	26120	390	304	0	0.05	0.001	1
Unknown11	25970	450	342	0	0.05	0.001	1
Unknown12	28340	510	360	0	0.05	0.001	1
Unknown13	31460	670	384	0	0.05	0.001	1
Unknown14	27790	510	418	0	0.05	0.001	1
Unknown15	33750	820	436	0	0.05	0.001	1
Unknown16	38180	1500	472	0	0.05	0.001	1
Unknown18	37680	1300	554	0	0.05	0.001	1
