id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
Unknown1	9985	45	51	0	0.05	0.001	1
Unknown2	12690	50	88	0	0.05	0.001	1
Unknown3	12750	60	91	0	0.05	0.001	1
Unknown4	12555	60	96	0	0.05	0.001	1
Unknown5	13140	60	104	0	0.05	0.001	1
Unknown6	13000	60	107	0	0.05	0.001	1
Unknown7	13160	70	112	0	0.05	0.001	1
Unknown8	13205	55	115	0	0.05	0.001	1
Unknown9	13240	80	118	0	0.05	0.001	1
Unknown10	13430	90	122	0	0.05	0.001	1
Unknown11	13160	80	125	0	0.05	0.001	1
Unknown12	13410	80	129	0	0.05	0.001	1
Unknown13	13100	90	133	0	0.05	0.001	1
Unknown14	13090	60	136	0	0.05	0.001	1
Unknown15	13795	60	140.5	0	0.05	0.001	1
Unknown16	13920	65	145	0	0.05	0.001	1
Unknown17	12770	80	151	0	0.5	0.2	1
Unknown18	12140	60	155	0	0.5	0.2	1
Unknown19	11255	40	163	1	0.5	0.2	1
Unknown20	11790	55	163	1	0.5	0.2	1
Unknown21	14320	45	166	0	0.05	0.001	1
Unknown22	15380	70	177	0	0.05	0.001	1
Unknown23	16100	90	179	0	0.05	0.001	1
Unknown24	16130	90	183	0	0.05	0.001	1
Unknown25	16660	90	185	0	0.05	0.001	1
Unknown26	16230	90	189	0	0.05	0.001	1
Unknown27	16060	90	193	0	0.05	0.001	1
Unknown28	16230	90	199	0	0.05	0.001	1
Unknown29	16910	80	202.5	0	0.05	0.001	1
