id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
KIA19597	1515	30	0.5	0	0.05	0.001	1
KIA19598	2130	40	14.5	0	0.05	0.001	1
KIA19599	2780	40	34.5	0	0.05	0.001	1
KIA19600	3465	35	52.5	0	0.05	0.001	1
KIA19601	4295	30	72.5	0	0.05	0.001	1
KIA19602	5405	35	104.5	0	0.05	0.001	1
KIA19603	6190	35	120.5	0	0.05	0.001	1
KIA19604	7485	45	149.5	0	0.05	0.001	1
KIA19605	8575	40	167.5	0	0.05	0.001	1
KIA19606	9660	45	201.5	0	0.05	0.001	1
KIA19607	10370	50	227.5	0	0.05	0.001	1
KIA19608	11415	50	251.5	0	0.05	0.001	1
KIA19609	12705	55	275.5	0	0.05	0.001	1
KIA19610	13020	55	291.5	0	0.05	0.001	1
KIA19611	14260	70	316.5	0	0.05	0.001	1
KIA19612	15410	70	338.5	0	0.05	0.001	1
KIA19613	16340	80	364.5	0	0.05	0.001	1
KIA19614	17440	90	390.5	0	0.05	0.001	1
KIA19615	18990	100	424.5	0	0.05	0.001	1
KIA19616	19960	110	440.5	0	0.05	0.001	1
KIA31094	23210	170	500	0	0.05	0.001	1
KIA31095	24970	210	534	0	0.05	0.001	1
KIA19617	29920	330	591.5	0	0.05	0.001	1
KIA31096	34560	650	642	0	0.05	0.001	1
KIA31785	35660	750	683	0	0.05	0.001	1
