id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
KIA779	6150	50	38.5	0	0.05	0.001	1
KIA13451	12050	70	152	0	0.05	0.001	1
KIA13452	12250	70	160	0	0.05	0.001	1
KIA780	12620	110	168.5	0	0.05	0.001	1
KIA13453	15540	90	170	0	0.05	0.001	1
KIA13454	12760	80	180	0	0.05	0.001	1
KIA13455	13100	80	190	0	0.05	0.001	1
KIA781/2	13725	100	208.5	0	0.05	0.001	1
KIA13456	13600	90	230	0	0.05	0.001	1
KIA13627	14550	70	252	0	0.05	0.001	1
KIA783/4	14450	110	288.5	0	0.05	0.001	1
KIA13628	14720	70	291.5	0	0.05	0.001	1
KIA13629	15150	80	297.5	0	0.05	0.001	1
KIA13630	15230	80	309.5	0	0.05	0.001	1
KIA785	20140	210	542.5	1	0.05	0.001	1
KIA786	20720	220	542.5	1	0.05	0.001	1
KIA787	22810	280	648	0	0.05	0.001	1
KIA788	27980	520	818.5	0	0.05	0.001	1
KIA13631	32530	480	940	0	0.05	0.001	1
KIA789	29000	590	949	0	0.05	0.001	1
KIA790/1	31040	690	1019	0	0.05	0.001	1
