id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
OS-40272	13500	70	458.5	1	0.05	0.001	1
OS-39555	13550	65	459.5	1	0.05	0.001	1
OS-39556	14750	75	538.5	1	0.05	0.001	1
OS-40273	14650	75	539.5	1	0.05	0.001	1
OS-40268	16800	110	658.5	1	0.05	0.001	1
GifA100547	20120	210	800	0	0.05	0.001	1
OS-39557	21000	140	841.5	1	0.05	0.001	1
OS-40270	22300	160	918.5	1	0.05	0.001	1
OS-39558	22400	170	921.5	1	0.05	0.001	1
GifA100548	24950	270	1012	0	0.05	0.001	1
OS-39559	25000	200	1019.5	1	0.05	0.001	1
GifA100549	25760	290	1048	0	0.05	0.001	1
OS-40271	26200	220	1078.5	1	0.05	0.001	1
OS-39560	26200	220	1079.5	1	0.05	0.001	1
GifA100550	29030	390	1175	0	0.05	0.001	1
OS-39305	29300	330	1199.5	1	0.05	0.001	1
GifA100551	29950	360	1216	0	0.05	0.001	1
GifA100552	32410	420	1267	0	0.05	0.001	1
OS-39306	31400	420	1279.5	1	0.05	0.001	1
KIA14285	34320	720	1336	0	0.05	0.001	1
OS-39307	34500	570	1361.5	1	0.05	0.001	1
OS-39308	35000	620	1378.5	1	0.05	0.001	1
KIA15625	36010	600	1404	0	0.05	0.001	1
KIA14284	36640	970	1416	0	0.05	0.001	1
GifA100554	37700	680	1439	0	0.05	0.001	1
GifA100555	42200	1100	1483	0	0.05	0.001	1
