id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
1895	8230	60	10	0	0.05	0.001	1
1896	11100	60	60	0	0.05	0.001	1
1897	11820	60	80	0	0.05	0.001	1
1898	13760	70	120	0	0.05	0.001	1
1899	14550	70	160	0	0.05	0.001	1
1900	14640	70	190	0	0.05	0.001	1
1901	14700	70	200	0	0.05	0.001	1
1902	15100	80	230	0	0.05	0.001	1
1903	15160	80	260	0	0.05	0.001	1
1904	15220	80	300	0	0.05	0.001	1
1905	17290	90	580	0	0.05	0.001	1
1906	20320	130	740	0	0.05	0.001	1
1907	20530	130	760	0	0.05	0.001	1
1908	20720	140	780	0	0.05	0.001	1
1909	22460	160	880	0	0.05	0.001	1
