id	Age	Error	Depth	Thickness	Outlier1	Outlier2	Type
KIA2590	4520	50	28	0	0.05	0.001	1
KIA2589	7070	40	43	0	0.05	0.001	1
KIA2588	12150	50	103	0	0.05	0.001	1
KIA557	12680	70	108	0	0.05	0.001	1
KIA4109	14060	60	138	0	0.05	0.001	1
KIA556	17140	130	183	0	0.05	0.001	1
KIA555	18740	130	243	0	0.05	0.001	1
KIA4110	29130	240	288	0	0.05	0.001	1
KIA554	35370	1090	333	0	0.05	0.001	1
